"wheelName","dumpster","month","year","date","weightTons","volumeYards3","plasticBottles","foamContainers","cigButts","glassBottles","plasticBags","wrappers","sportsBalls","homesPowered"
"Mr. Trash Wheel",1,"May",2014,"2014-05-16",4.31,18,1450,1820,126000,72,584,1162,7.199999999999999,0
"Mr. Trash Wheel",2,"May",2014,"2014-05-16",2.74,13,1120,1030,91000,42,496,874,5.2,0
"Mr. Trash Wheel",3,"May",2014,"2014-05-16",3.45,15,2450,3100,105000,50,1080,2032,6,0
"Mr. Trash Wheel",4,"May",2014,"2014-05-17",3.1,15,2380,2730,100000,52,896,1971,6,0
"Mr. Trash Wheel",5,"May",2014,"2014-05-17",4.06,18,980,870,120000,72,368,753,7.199999999999999,0
"Mr. Trash Wheel",6,"May",2014,"2014-05-20",2.71,13,1430,2140,90000,46,672,1144,5.2,0
"Mr. Trash Wheel",7,"May",2014,"2014-05-21",1.91,8,910,1090,56000,32,416,692,3.2,0
"Mr. Trash Wheel",8,"May",2014,"2014-05-28",3.7,16,3580,4310,112000,58,1552,3015,6.4,0
"Mr. Trash Wheel",9,"June",2014,"2014-06-05",2.52,14,2400,2790,98000,49,984,1988,5.6,0
"Mr. Trash Wheel",10,"June",2014,"2014-06-11",3.76,18,1340,1730,130000,75,448,1066,7.199999999999999,0
"Mr. Trash Wheel",11,"June",2014,"2014-06-11",3.43,15,740,869,110000,38,344,544,6,0
"Mr. Trash Wheel",12,"June",2014,"2014-06-12",4.17,19,950,1140,133000,45,520,727,7.6,0
"Mr. Trash Wheel",13,"June",2014,"2014-06-13",5.13,15,530,630,104000,58,224,361,6,0
"Mr. Trash Wheel",14,"June",2014,"2014-06-13",4.17,15,840,760,100000,62,344,631,6,0
"Mr. Trash Wheel",15,"June",2014,"2014-06-19",3.28,15,1130,1350,102000,64,432,883,6,0
"Mr. Trash Wheel",16,"June",2014,"2014-06-19",3.05,15,1640,2130,106000,56,752,1327,6,0
"Mr. Trash Wheel",17,"June",2014,"2014-06-28",2.49,13,1350,1620,89000,47,696,1075,5.2,0
"Mr. Trash Wheel",18,"July",2014,"2014-07-03",2.54,15,1640,1960,108000,65,744,1327,6,0
"Mr. Trash Wheel",19,"July",2014,"2014-07-07",2.41,15,1730,2100,107000,63,896,1405,6,0
"Mr. Trash Wheel",20,"July",2014,"2014-07-11",3.83,18,5960,6540,132000,79,2560,5085,7.199999999999999,0
"Mr. Trash Wheel",21,"July",2014,"2014-07-14",2.73,15,2170,2620,112000,32,1144,1788,6,0
"Mr. Trash Wheel",22,"July",2014,"2014-07-15",4.4,16,1930,2210,115000,53,688,1579,6.4,0
"Mr. Trash Wheel",23,"July",2014,"2014-07-15",2.79,14,3200,3840,98000,25,1464,2684,5.6,0
"Mr. Trash Wheel",24,"July",2014,"2014-07-25",2.5,13,2500,3040,85000,18,1248,2075,5.2,0
"Mr. Trash Wheel",25,"August",2014,"2014-08-04",4.39,16,2140,2050,118000,68,904,1762,6.4,0
"Mr. Trash Wheel",26,"August",2014,"2014-08-04",5.33,17,1630,1950,123000,75,512,1318,6.8,0
"Mr. Trash Wheel",27,"August",2014,"2014-08-13",3.58,20,3640,4360,141000,82,1560,3067,8,0
"Mr. Trash Wheel",28,"August",2014,"2014-08-13",3.1,17,1430,1870,121000,63,552,1144,6.8,0
"Mr. Trash Wheel",29,"August",2014,"2014-08-19",1.77,10,570,780,32000,21,310,1440,4,0
"Mr. Trash Wheel",30,"September",2014,"2014-09-03",3.76,18,4800,3640,310000,110,1880,2200,7.199999999999999,0
"Mr. Trash Wheel",31,"September",2014,"2014-09-24",1.24,8,550,860,18000,11,420,1040,3.2,0
"Mr. Trash Wheel",32,"September",2014,"2014-09-26",3.14,15,2240,2880,112000,42,1200,1860,6,0
"Mr. Trash Wheel",33,"October",2014,"2014-10-03",2.71,16,4220,4840,84000,38,1400,2140,6.4,0
"Mr. Trash Wheel",34,"October",2014,"2014-10-09",2.11,14,1400,1650,80000,18,1450,2030,5.6,0
"Mr. Trash Wheel",35,"October",2014,"2014-10-20",4.09,18,2820,3010,78000,7,990,1450,7.199999999999999,0
"Mr. Trash Wheel",36,"October",2014,"2014-10-20",2.31,14,1900,2240,81000,22,840,1260,5.6,0
"Mr. Trash Wheel",37,"October",2014,"2014-10-24",3.5,15,3650,3880,94000,51,1210,1840,6,0
"Mr. Trash Wheel",38,"November",2014,"2014-11-06",2.7,15,760,1680,22000,18,960,1720,6,0
"Mr. Trash Wheel",39,"November",2014,"2014-11-17",3.25,18,1250,2730,46000,28,1130,2340,7.199999999999999,0
"Mr. Trash Wheel",40,"November",2014,"2014-11-20",3.84,15,880,1840,35000,14,730,1760,6,0
"Mr. Trash Wheel",41,"November",2014,"2014-11-28",2.88,15,1800,3970,52000,32,560,1850,6,0
"Mr. Trash Wheel",42,"December",2014,"2014-12-01",1.81,17,1370,3140,38000,28,950,1620,6.8,0
"Mr. Trash Wheel",43,"December",2014,"2014-12-17",3.48,15,550,1450,22000,34,740,1280,6,0
"Mr. Trash Wheel",44,"December",2014,"2014-12-30",3.18,15,640,1670,26000,42,880,1540,6,0
"Mr. Trash Wheel",45,"January",2014,"2015-01-12",2.87,17,1160,2250,31000,60,1120,2450,7,0
"Mr. Trash Wheel",46,"January",2014,"2015-01-23",2,14,1570,2400,33000,37,380,910,6,0
"Mr. Trash Wheel",47,"January",2014,"2015-01-26",2.14,13,1340,2650,28000,46,430,1170,5,0
"Mr. Trash Wheel",48,"February",2014,"2015-02-04",2.54,15,1740,2250,22000,38,320,980,3,42.333333333333336
"Mr. Trash Wheel",49,"March",2014,"2015-03-09",3.82,18,2870,3240,25000,26,540,860,8,63.666666666666664
"Mr. Trash Wheel",50,"March",2014,"2015-03-13",1.83,15,3120,5430,32000,54,650,1120,16,30.5
"Mr. Trash Wheel",51,"March",2014,"2015-03-27",2.02,15,2780,4980,26000,47,470,960,14,33.666666666666664
"Mr. Trash Wheel",52,"April",2014,"2015-04-08",2.5,18,2240,2360,27000,46,270,840,13,41.666666666666664
"Mr. Trash Wheel",53,"April",2014,"2015-04-10",3.41,15,2550,3420,32000,32,320,1260,16,56.833333333333336
"Mr. Trash Wheel",54,"April",2014,"2015-04-19",1.83,11,1470,1840,18000,22,240,680,8,30.5
"Mr. Trash Wheel",55,"April",2014,"2015-04-20",3.84,18,1240,1630,23000,18,430,760,5,64
"Mr. Trash Wheel",56,"April",2014,"2015-04-20",3.22,15,1150,1420,19000,16,370,590,8,53.666666666666664
"Mr. Trash Wheel",57,"April",2014,"2015-04-20",3.03,15,2850,3160,18000,15,350,610,11,0
"Mr. Trash Wheel",58,"April",2014,"2015-04-20",2.64,18,960,1280,22000,22,450,820,7,0
"Mr. Trash Wheel",59,"April",2014,"2015-04-20",3.54,15,870,1140,18000,17,330,620,6,59
"Mr. Trash Wheel",60,"May",2014,"2015-05-15",1.95,9,1340,2150,22000,16,190,530,8,32.5
"Mr. Trash Wheel",61,"May",2014,"2015-05-17",4.25,18,2630,3480,38000,36,1240,1760,22,70.83333333333333
"Mr. Trash Wheel",62,"May",2014,"2015-05-17",5.62,15,1850,3270,54000,44,970,1320,28,93.66666666666667
"Mr. Trash Wheel",63,"May",2014,"2015-05-18",3.81,15,2830,3780,48000,28,650,1130,19,63.5
"Mr. Trash Wheel",64,"May",2014,"2015-05-19",3.45,18,1740,2630,32000,16,820,1250,32,57.5
"Mr. Trash Wheel",65,"May",2014,"2015-05-19",3.34,15,2780,3250,37000,32,1140,1960,24,55.666666666666664
"Mr. Trash Wheel",66,"June",2014,"2015-06-01",2.54,15,1260,1830,56000,56,1230,2140,26,42.333333333333336
"Mr. Trash Wheel",67,"June",2014,"2015-06-09",4.66,18,2340,3460,48000,42,1620,1840,36,77.66666666666667
"Mr. Trash Wheel",68,"June",2014,"2015-06-09",3.39,15,3240,4360,33000,23,1430,1760,24,56.5
"Mr. Trash Wheel",69,"June",2014,"2015-06-09",3.17,15,940,1220,35000,18,840,960,9,52.833333333333336
"Mr. Trash Wheel",70,"June",2014,"2015-06-09",3.15,18,830,1150,37000,26,920,1050,16,52.5
"Mr. Trash Wheel",71,"June",2014,"2015-06-09",3.83,15,960,1190,33000,22,730,940,22,0
"Mr. Trash Wheel",72,"June",2014,"2015-06-10",4.78,15,870,1040,32000,24,820,960,17,79.66666666666667
"Mr. Trash Wheel",73,"June",2014,"2015-06-10",3.85,18,920,1290,34000,26,930,1020,13,0
"Mr. Trash Wheel",74,"June",2014,"2015-06-10",4.48,15,1130,1370,38000,29,1270,1450,14,0
"Mr. Trash Wheel",75,"June",2014,"2015-06-10",4.18,15,1060,1250,37000,27,1340,1420,21,0
"Mr. Trash Wheel",76,"June",2014,"2015-06-10",3.38,18,740,930,34000,19,1130,1340,15,0
"Mr. Trash Wheel",77,"June",2014,"2015-06-10",3.83,15,950,1220,35000,21,1370,1430,13,0
"Mr. Trash Wheel",78,"June",2014,"2015-06-12",3.95,15,2340,3250,65000,45,2730,3340,18,0
"Mr. Trash Wheel",79,"June",2014,"2015-06-15",2.44,18,2660,3420,72000,37,2430,3170,16,40.666666666666664
"Mr. Trash Wheel",80,"June",2014,"2015-06-18",2.85,15,2430,3120,68000,35,2370,2820,22,47.5
"Mr. Trash Wheel",81,"June",2014,"2015-06-24",3.43,15,2690,3370,82000,29,1910,2180,32,57.166666666666664
"Mr. Trash Wheel",82,"June",2014,"2015-06-24",4.28,18,1540,1780,45000,24,1830,1990,18,71.33333333333333
"Mr. Trash Wheel",83,"June",2014,"2015-06-24",3.94,15,1240,1450,37000,31,1650,1780,21,65.66666666666667
"Mr. Trash Wheel",84,"June",2014,"2015-06-28",3.38,15,2870,3560,68000,36,2140,2450,34,56.333333333333336
"Mr. Trash Wheel",85,"June",2014,"2015-06-28",3.45,18,2450,3240,74000,41,2320,2750,19,57.5
"Mr. Trash Wheel",86,"June",2014,"2015-06-29",3.93,15,1830,2240,36000,28,1630,2450,14,65.5
"Mr. Trash Wheel",87,"July",2014,"2015-07-07",4.07,15,2360,3120,82000,32,1840,2950,22,67.83333333333334
"Mr. Trash Wheel",88,"July",2014,"2015-07-08",3.03,18,2640,3520,68000,28,1460,2630,16,50.5
"Mr. Trash Wheel",89,"July",2014,"2015-07-14",3.52,15,2840,3360,65000,41,1690,2580,25,58.666666666666664
"Mr. Trash Wheel",90,"July",2014,"2015-07-14",3.51,15,2640,3120,76000,38,2130,2760,27,58.5
"Mr. Trash Wheel",91,"July",2014,"2015-07-27",3.68,18,3070,4250,82000,26,1770,2540,18,61.333333333333336
"Mr. Trash Wheel",92,"July",2014,"2015-07-29",3.4,15,2820,3740,75000,31,2400,2940,20,56.666666666666664
"Mr. Trash Wheel",93,"August",2014,"2015-08-04",3.72,15,2640,3250,68000,26,1860,2730,17,62
"Mr. Trash Wheel",94,"August",2014,"2015-08-18",1.84,9,870,980,34000,13,750,930,56,30.666666666666668
"Mr. Trash Wheel",95,"August",2014,"2015-08-21",3,15,3220,3460,67000,36,2170,2450,32,50
"Mr. Trash Wheel",96,"August",2014,"2015-08-25",4.33,18,1980,2190,48000,21,1600,1840,22,72.16666666666667
"Mr. Trash Wheel",97,"August",2014,"2015-08-25",4.3,15,410,540,3000,16,250,330,6,0
"Mr. Trash Wheel",98,"August",2014,"2015-08-26",3.39,15,640,780,32000,18,350,560,3,0
"Mr. Trash Wheel",99,"September",2014,"2015-09-11",4.08,18,2730,3140,54000,45,2430,2680,17,0
"Mr. Trash Wheel",100,"September",2014,"2015-09-11",3.62,15,1360,1570,26000,25,1420,1570,13,0
"Mr. Trash Wheel",101,"September",2014,"2015-09-22",2.4,7,760,1030,24000,16,780,1340,12,0
"Mr. Trash Wheel",102,"September",2014,"2015-09-30",4.24,18,1240,1460,46000,43,860,920,7,0
"Mr. Trash Wheel",103,"September",2014,"2015-09-30",3.31,15,800,920,32000,26,270,450,8,55.166666666666664
"Mr. Trash Wheel",104,"October",2014,"2015-10-12",2.9,15,2540,2780,42000,54,2230,3140,16,0
"Mr. Trash Wheel",105,"October",2014,"2015-10-27",2.46,18,2130,2560,34000,43,1970,2430,23,41
"Mr. Trash Wheel",106,"October",2014,"2015-10-31",2.89,15,2670,2820,36000,35,2450,2830,33,48.166666666666664
"Mr. Trash Wheel",107,"November",2014,"2015-11-20",4.46,15,1940,2230,28000,47,2960,3320,27,0
"Mr. Trash Wheel",108,"December",2014,"2015-12-02",3.42,18,2140,2570,19000,62,3100,3540,15,0
"Mr. Trash Wheel",109,"December",2014,"2015-12-02",3.56,15,1960,2340,21000,56,3300,4120,21,0
"Mr. Trash Wheel",110,"December",2014,"2015-12-23",1.92,12,1640,2150,32000,32,2430,2660,9,32
"Mr. Trash Wheel",111,"December",2014,"2015-12-24",2.9,18,1850,2670,33000,36,2770,3240,13,48.333333333333336
"Mr. Trash Wheel",112,"December",2014,"2015-12-26",3.24,15,2370,3240,24000,42,1830,2250,22,54
"Mr. Trash Wheel",113,"December",2014,"2015-12-26",4.41,15,2530,3300,41000,47,2190,3540,17,73.5
"Mr. Trash Wheel",114,"December",2014,"2015-12-26",3.39,18,2720,3690,23000,22,2520,3360,27,56.5
"Mr. Trash Wheel",115,"December",2014,"2015-12-26",3.27,15,2250,3180,37000,63,2740,2840,8,54.5
"Mr. Trash Wheel",116,"January",2014,"2016-01-10",3.6,15,3240,4160,28000,54,1360,2580,17,60
"Mr. Trash Wheel",117,"February",2014,"2016-02-02",4.06,18,3530,4620,24000,62,1850,2210,14,67.66666666666666
"Mr. Trash Wheel",118,"February",2014,"2016-02-03",2.11,15,2340,3870,31000,46,2130,2680,21,35.166666666666664
"Mr. Trash Wheel",119,"February",2014,"2016-02-05",3.01,15,2460,3640,27000,38,1920,2390,26,50.166666666666664
"Mr. Trash Wheel",120,"February",2014,"2016-02-17",3.41,18,1340,1680,24000,22,1530,1940,6,56.833333333333336
"Mr. Trash Wheel",121,"February",2014,"2016-02-19",3.66,15,950,1120,21000,32,1370,1640,4,61
"Mr. Trash Wheel",122,"February",2014,"2016-02-25",4.51,15,2240,3150,36000,46,2450,3140,16,75.16666666666667
"Mr. Trash Wheel",123,"March",2014,"2016-03-01",2.89,18,3050,3270,29000,24,1740,2250,24,48.166666666666664
"Mr. Trash Wheel",124,"March",2014,"2016-03-11",2.89,15,1630,1820,18000,37,2150,2390,23,48.166666666666664
"Mr. Trash Wheel",125,"March",2014,"2016-03-12",2.51,15,1120,1460,17000,43,2270,2490,18,41.833333333333336
"Mr. Trash Wheel",126,"March",2014,"2016-03-15",3.58,18,3340,3640,45000,48,3450,3740,46,59.666666666666664
"Mr. Trash Wheel",127,"March",2014,"2016-03-29",3.41,15,3560,3740,43000,53,3320,3570,38,56.833333333333336
"Mr. Trash Wheel",128,"April",2014,"2016-04-08",2.79,15,2460,3150,38000,46,3540,3840,24,46.5
"Mr. Trash Wheel",129,"April",2014,"2016-04-30",4.21,18,3860,4240,47000,18,3200,3470,36,70.16666666666667
"Mr. Trash Wheel",130,"April",2014,"2016-04-30",4.88,15,3230,3640,52000,27,3750,3940,42,81.33333333333333
"Mr. Trash Wheel",131,"April",2014,"2016-04-30",4.47,15,3760,4150,45000,40,2840,3270,23,74.5
"Mr. Trash Wheel",132,"April",2014,"2016-04-30",3.29,18,3640,3520,52000,33,2530,2940,34,54.833333333333336
"Mr. Trash Wheel",133,"May",2014,"2016-05-07",4.16,15,4230,4620,53000,34,2727,3360,38,69.33333333333333
"Mr. Trash Wheel",134,"May",2014,"2016-05-12",2.93,15,3590,3840,47000,42,1760,2640,26,48.833333333333336
"Mr. Trash Wheel",135,"May",2014,"2016-05-31",2.37,18,3740,4120,56000,65,1680,2530,32,39.5
"Mr. Trash Wheel",136,"June",2014,"2016-06-15",2.57,15,4200,4630,38000,53,1480,1760,43,42.833333333333336
"Mr. Trash Wheel",137,"June",2014,"2016-06-16",2.39,15,3840,3990,41000,32,1540,2030,38,39.833333333333336
"Mr. Trash Wheel",138,"June",2014,"2016-06-21",3.98,15,4350,4120,45000,42,1630,2140,24,66.33333333333333
"Mr. Trash Wheel",139,"June",2014,"2016-06-22",3.47,15,3960,3720,52000,38,1870,2200,35,57.833333333333336
"Mr. Trash Wheel",140,"June",2014,"2016-06-24",3.97,18,4150,3970,48000,41,1530,1700,26,66.16666666666667
"Mr. Trash Wheel",141,"June",2014,"2016-06-30",3.12,18,4450,4310,58000,43,2130,2410,29,52
"Mr. Trash Wheel",142,"July",2014,"2016-07-01",3.17,15,3460,3820,43000,38,2240,2670,31,52.833333333333336
"Mr. Trash Wheel",143,"July",2014,"2016-07-13",2.12,15,2850,3120,52000,53,1930,2150,28,35.333333333333336
"Mr. Trash Wheel",144,"July",2014,"2016-07-23",2.31,18,3560,3780,65000,33,2460,2520,34,38.5
"Mr. Trash Wheel",145,"July",2014,"2016-07-28",3.16,15,4130,4360,52000,54,2610,2900,26,52.666666666666664
"Mr. Trash Wheel",146,"July",2014,"2016-07-29",4.02,15,4350,4600,55000,34,2430,2780,38,66.99999999999999
"Mr. Trash Wheel",147,"July",2014,"2016-07-29",3.26,18,4420,4850,65000,48,2340,2580,25,54.333333333333336
"Mr. Trash Wheel",148,"July",2014,"2016-07-31",3.82,15,2130,2240,35000,45,1830,2140,16,63.666666666666664
"Mr. Trash Wheel",149,"July",2014,"2016-07-31",4.88,15,2450,2500,32000,33,1950,2070,24,81.33333333333333
"Mr. Trash Wheel",150,"August",2014,"2016-08-04",5.05,18,2300,2260,16000,28,1360,1650,15,84.16666666666667
"Mr. Trash Wheel",151,"August",2014,"2016-08-16",2.79,15,2850,3120,34000,42,2100,2630,31,46.5
"Mr. Trash Wheel",152,"August",2014,"2016-08-17",3.47,15,2640,2900,38000,37,2340,2760,22,57.833333333333336
"Mr. Trash Wheel",153,"August",2014,"2016-08-19",4.01,18,3250,3570,42000,56,2700,3020,28,66.83333333333333
"Mr. Trash Wheel",154,"August",2014,"2016-08-24",3.18,15,2530,2740,52000,38,2810,3150,32,53
"Mr. Trash Wheel",155,"September",2014,"2016-09-02",3.13,15,2780,2640,38000,21,2130,2830,15,52.166666666666664
"Mr. Trash Wheel",156,"September",2014,"2016-09-07",2.43,18,2740,3360,24000,32,2210,2490,28,40.5
"Mr. Trash Wheel",157,"September",2014,"2016-09-19",3.08,15,2530,3460,21000,38,2300,2760,33,51.333333333333336
"Mr. Trash Wheel",158,"October",2014,"2016-10-09",2.9,15,1876,3990,27600,10,1240,1980,11,48.333333333333336
"Mr. Trash Wheel",159,"October",2014,"2016-10-27",3,18,2340,3150,19000,46,2470,2810,37,50
"Mr. Trash Wheel",160,"November",2014,"2016-11-17",2.01,15,2244,4358,27000,64,3400,3700,22,33.49999999999999
"Mr. Trash Wheel",161,"November",2014,"2016-11-29",1.98,15,2980,4460,36000,18,1880,1610,11,33
"Mr. Trash Wheel",162,"November",2014,"2016-11-30",2.75,18,3460,5840,16000,42,3260,3430,34,45.833333333333336
"Mr. Trash Wheel",163,"December",2014,"2016-12-01",3.41,15,1840,4760,23000,43,3470,3800,6,56.833333333333336
"Mr. Trash Wheel",164,"December",2014,"2016-12-06",2.55,15,1360,3850,34000,39,2340,4220,24,42.5
"Mr. Trash Wheel",165,"December",2014,"2016-12-16",1.74,18,1880,2890,26000,59,2100,4040,20,29
"Mr. Trash Wheel",166,"December",2014,"2017-01-02",2.13,15,2460,2740,32000,48,3250,4430,15,35.5
"Mr. Trash Wheel",167,"January",2014,"2017-01-19",2.43,15,2260,2780,28000,36,2870,3640,22,40.5
"Mr. Trash Wheel",168,"February",2014,"2017-02-26",2.32,18,2890,2460,30000,22,2610,3250,19,38.666666666666664
"Mr. Trash Wheel",169,"February",2014,"2017-02-26",3.72,15,2140,1870,15000,23,2040,2450,12,62
"Mr. Trash Wheel",170,"March",2014,"2017-03-30",2.14,15,2570,2930,23000,28,2650,2910,14,35.666666666666664
"Mr. Trash Wheel",171,"March",2014,"2017-03-31",2.74,18,2030,2340,14000,18,1960,2150,18,45.666666666666664
"Mr. Trash Wheel",172,"March",2014,"2017-03-31",2.63,15,1940,2170,12000,15,1820,1980,10,43.833333333333336
"Mr. Trash Wheel",173,"March",2014,"2017-03-31",2.09,15,1870,2040,11000,13,1950,2210,6,34.833333333333336
"Mr. Trash Wheel",174,"April",2014,"2017-04-01",2.67,18,1920,2130,13000,21,2230,2590,8,44.5
"Mr. Trash Wheel",175,"April",2014,"2017-04-01",2.67,18,1920,2130,13000,21,2230,2590,8,44.5
"Mr. Trash Wheel",176,"April",2014,"2017-04-06",3.55,15,2230,2540,2000,16,1480,1670,5,59.166666666666664
"Mr. Trash Wheel",177,"April",2014,"2017-04-06",3.89,18,980,1120,3000,14,1500,1730,3,64.83333333333333
"Mr. Trash Wheel",178,"April",2014,"2017-04-06",3.59,15,650,720,2000,10,1140,1450,5,59.833333333333336
"Mr. Trash Wheel",179,"April",2014,"2017-04-06",3.13,15,430,560,4000,9,870,990,7,52.166666666666664
"Mr. Trash Wheel",180,"April",2014,"2017-04-06",3.33,18,390,460,2000,8,720,850,2,55.5
"Mr. Trash Wheel",181,"April",2014,"2017-04-07",3.11,15,490,510,3000,11,1020,1110,7,51.833333333333336
"Mr. Trash Wheel",182,"April",2014,"2017-04-07",3.04,15,210,340,2000,12,890,1040,3,50.666666666666664
"Mr. Trash Wheel",183,"April",2014,"2017-04-07",3.21,18,560,670,2000,15,920,1080,4,53.5
"Mr. Trash Wheel",184,"April",2014,"2017-04-07",4.08,15,470,560,3000,12,780,820,5,68
"Mr. Trash Wheel",185,"April",2014,"2017-04-07",3.26,15,390,450,2000,8,830,990,8,54.333333333333336
"Mr. Trash Wheel",186,"April",2014,"2017-04-08",3.36,18,460,620,1000,9,790,830,10,56
"Mr. Trash Wheel",187,"April",2014,"2017-04-08",3.62,15,530,670,2000,13,1120,1340,5,60.333333333333336
"Mr. Trash Wheel",188,"April",2014,"2017-04-08",4.27,15,460,530,1000,12,820,1030,7,71.16666666666667
"Mr. Trash Wheel",189,"April",2014,"2017-04-08",4.01,18,340,510,2000,10,730,910,5,66.83333333333333
"Mr. Trash Wheel",190,"April",2014,"2017-04-08",3.88,15,360,490,1000,15,820,950,8,64.66666666666667
"Mr. Trash Wheel",191,"April",2014,"2017-04-21",4.67,15,2540,2330,12000,32,2450,2670,10,77.83333333333333
"Mr. Trash Wheel",192,"May",2014,"2017-05-05",3.53,18,2870,3140,16000,21,3460,3720,11,58.833333333333336
"Mr. Trash Wheel",193,"May",2014,"2017-05-05",4.07,15,2230,2820,14000,19,3250,3890,14,67.83333333333334
"Mr. Trash Wheel",194,"May",2014,"2017-05-06",3.93,15,2340,2530,15000,18,2890,3100,12,65.5
"Mr. Trash Wheel",195,"May",2014,"2017-05-11",2.59,18,2560,2430,18000,16,3120,3240,8,43.166666666666664
"Mr. Trash Wheel",196,"May",2014,"2017-05-11",3.81,15,2340,2250,19000,22,2830,3020,5,63.5
"Mr. Trash Wheel",197,"May",2014,"2017-05-22",3.3,15,2480,2320,14000,21,2990,3120,9,55
"Mr. Trash Wheel",198,"May",2014,"2017-05-22",3.84,18,2540,2410,15000,16,1980,2230,5,64
"Mr. Trash Wheel",199,"May",2014,"2017-05-26",4.1,15,2980,2830,17000,18,2590,2730,14,68.33333333333333
"Mr. Trash Wheel",200,"June",2014,"2017-06-21",4.1,18,3250,2980,21000,23,3460,3640,12,68.33333333333333
"Mr. Trash Wheel",201,"June",2014,"2017-06-21",2.52,15,3340,3120,26000,16,2640,3010,8,42
"Mr. Trash Wheel",202,"June",2014,"2017-06-27",1.95,15,2850,2560,17000,21,2430,2790,7,32.5
"Mr. Trash Wheel",203,"July",2014,"2017-07-03",3.58,18,3220,3140,23000,24,2870,3160,18,59.666666666666664
